year,state,county,fips,candidatevotes_sum_democrat,candidatevotes_sum_republican,pct_vote_democrat,pct_vote_republican,dem_margin_pct,dem_margin_votes,shift_pct,shift_votes
2008,Alabama,Macon,01087,9450,1396,0.8712889544532546,0.12871104554674534,0.7425779089065092,8054,0.0776899686717174,1824
2012,Alabama,Macon,01087,9045,1331,0.8717232074016962,0.12827679259830377,0.7434464148033924,7714,8.685058968831427e-4,-340
2016,Alabama,Macon,01087,7566,1431,0.8409469823274425,0.15905301767255753,0.6818939646548849,6135,-0.06155245014850741,-1579
2004,Alabama,Madison,01089,52644,77173,0.40552470015483333,0.5944752998451667,-0.18895059969033334,-24529,-0.06251652628752408,-10577
2008,Alabama,Madison,01089,64117,86965,0.4243854330760779,0.5756145669239221,-0.1512291338478442,-22848,0.037721465842489144,1681
2012,Alabama,Madison,01089,62015,90884,0.40559454280276525,0.5944054571972348,-0.18881091439446956,-28869,-0.037581780546625365,-6021
2016,Alabama,Madison,01089,62822,89520,0.41237478830526053,0.5876252116947395,-0.17525042338947894,-26698,0.013560491004990627,2171
2004,Alabama,Marengo,01091,5037,5255,0.48940924990283713,0.5105907500971628,-0.021181500194325686,-218,-0.03702453870025374,-369
2008,Alabama,Marengo,01091,5926,5516,0.5179164481733962,0.48208355182660373,0.03583289634679249,410,0.05701439654111817,628
2012,Alabama,Marengo,01091,6167,5336,0.5361210119099366,0.46387898809006345,0.0722420238198731,831,0.036409127473080616,421
2016,Alabama,Marengo,01091,5615,5233,0.5176069321533924,0.4823930678466077,0.03521386430678469,382,-0.03702815951308841,-449
2004,Alabama,Marion,01093,3808,8983,0.2977093268704558,0.7022906731295442,-0.40458134625908837,-5175,-0.20388629847455314,-2865
2008,Alabama,Marion,01093,2600,9536,0.21423862887277523,0.7857613711272248,-0.5715227422544495,-6936,-0.16694139599536117,-1761
2012,Alabama,Marion,01093,2249,9697,0.18826385400971035,0.8117361459902896,-0.6234722919805793,-7448,-0.05194954972612975,-512
2016,Alabama,Marion,01093,1432,11274,0.11270266016055407,0.8872973398394459,-0.7745946796788918,-9842,-0.15112238769831254,-2394
2004,Alabama,Marshall,01095,8452,22783,0.2705938850648311,0.7294061149351688,-0.4588122298703377,-14331,-0.21475615850678414,-7628
2008,Alabama,Marshall,01095,7038,25727,0.2148023805890432,0.7851976194109568,-0.5703952388219136,-18689,-0.11158300895157586,-4358
2012,Alabama,Marshall,01095,6299,25867,0.19582789280606852,0.8041721071939315,-0.608344214387863,-19568,-0.03794897556594945,-879
2016,Alabama,Marshall,01095,4917,29233,0.14398243045387993,0.8560175695461201,-0.7120351390922401,-24316,-0.10369092470437713,-4748
2004,Alabama,Mobile,01097,63732,92014,0.4092047307796027,0.5907952692203973,-0.1815905384407946,-28282,-0.03888794637342713,-8760
2008,Alabama,Mobile,01097,82181,98049,0.4559784719525051,0.5440215280474948,-0.08804305609498969,-15868,0.0935474823458049,12414
2012,Alabama,Mobile,01097,78760,94893,0.4535481678980496,0.5464518321019505,-0.0929036642039009,-16133,-0.004860608108911202,-265
2016,Alabama,Mobile,01097,72186,95116,0.43147123166489343,0.5685287683351066,-0.13705753667021314,-22930,-0.04415387246631225,-6797
2004,Alabama,Monroe,01099,3666,5831,0.386016636832684,0.6139833631673159,-0.22796672633463194,-2165,-0.06920801259503218,-753
2008,Alabama,Monroe,01099,5025,6175,0.4486607142857143,0.5513392857142857,-0.1026785714285714,-1150,0.12528815490606054,1015
2012,Alabama,Monroe,01099,4914,5741,0.461191928671985,0.538808071328015,-0.07761614265603001,-827,0.02506242877254139,323
2016,Alabama,Monroe,01099,4332,5795,0.4277673545966229,0.5722326454033771,-0.14446529080675424,-1463,-0.06684914815072424,-636
2004,Alabama,Montgomery,01101,45160,44097,0.5059547150363557,0.4940452849636443,0.011909430072711391,1063,-0.007586011731374576,-481
2008,Alabama,Montgomery,01101,62166,42031,0.5966198642955172,0.40338013570448283,0.19323972859103433,20135,0.18133029851832294,19072
2012,Alabama,Montgomery,01101,63085,38332,0.6220357533746808,0.37796424662531924,0.2440715067493615,24753,0.05083177815832718,4618
2016,Alabama,Montgomery,01101,58916,34003,0.63405762007770206,0.3659423799222979,0.26811524015540417,24913,0.024043733406042656,160
2004,Alabama,Morgan,01103,14131,32477,0.3031882938551322,0.6968117061448679,-0.3936234122897357,-18346,-0.16141994142871358,-8632
2008,Alabama,Morgan,01103,13895,36014,0.2784067001943537,0.7215932998056462,-0.44318659961129253,-22119,-0.049563187321556845,-3773
2012,Alabama,Morgan,01103,13439,35391,0.2752201515461806,0.7247798484538194,-0.44955969690763875,-21952,-0.00637309729634622,167
2016,Alabama,Morgan,01103,11254,37486,0.23089864587607714,0.7691013541239229,-0.5382027082478458,-26232,-0.08864301134020702,-4280
2004,Alabama,Perry,01105,3767,1738,0.6842870118074478,0.3157129881925522,0.36857402361489555,2029,-0.029200663450473063,-259
2008,Alabama,Perry,01105,4457,1679,0.7263689700130378,0.2736310299869622,0.4527379400260756,2778,0.08416391641118004,749
2012,Alabama,Perry,01105,4568,1506,0.752057951926243,0.247942048073757,0.5041159038524861,3062,0.05137796382641047,284
2016,Alabama,Perry,01105,3824,1407,0.7310265723571019,0.2689734276428981,0.4620531447142038,2417,-0.04206275913828228,-645
2004,Alabama,Pickens,01107,3915,5170,0.4309301045679692,0.5690698954320308,-0.13813979086406158,-1255,-0.1188475669322353,-1092
2008,Alabama,Pickens,01107,4594,5434,0.45811727163940963,0.5418827283605904,-0.08376545672118074,-840,0.05437433414288084,415
2012,Alabama,Pickens,01107,4455,5124,0.46507986219855935,0.5349201378014407,-0.06984027560288131,-669,0.013925181118299435,171
2016,Alabama,Pickens,01107,3972,5456,0.4212982605006364,0.5787017394993635,-0.15740347899872714,-1484,-0.08756320339584583,-815
2004,Alabama,Pike,01109,4334,7483,0.36675975289836676,0.6332402471016333,-0.2664804942032665,-3149,-0.10315836266222,-1448
2008,Alabama,Pike,01109,5879,8004,0.42346755024130234,0.5765324497586977,-0.15306489951739533,-2125,0.1134155946858712,1024
2012,Alabama,Pike,01109,6035,7963,0.43113301900271467,0.5688669809972853,-0.1377339619945706,-1928,0.015330937522824717,197
2016,Alabama,Pike,01109,5056,7693,0.3965801239312887,0.6034198760687113,-0.20683975213742256,-2637,-0.06910579014285195,-709
2004,Alabama,Randolph,01111,2817,6127,0.3149597495527728,0.6850402504472272,-0.3700805008944544,-3310,-0.16750318130682557,-1738
2008,Alabama,Randolph,01111,3064,7175,0.2992479734349058,0.7007520265650943,-0.4015040531301885,-4111,-0.03142355223573412,-801
2012,Alabama,Randolph,01111,3078,7224,0.2987769365171811,0.7012230634828188,-0.4024461269656377,-4146,-9.420738354491975e-4,-35
2016,Alabama,Randolph,01111,2291,7705,0.22919167667066825,0.7708083233293317,-0.5416166466586634,-5414,-0.13917051969302568,-1268
2004,Alabama,Russell,01113,8375,8337,0.5011369076112973,0.49886309238870274,0.0022738152225945107,38,-0.1483360244375398,-2160
2008,Alabama,Russell,01113,10085,8705,0.5367216604576902,0.46327833954230974,0.07344332091538047,1380,0.07116950569278596,1342
2012,Alabama,Russell,01113,10500,8278,0.5591649802960912,0.4408350197039088,0.11832996059218237,2222,0.0448866396768019,842
2016,Alabama,Russell,01113,9579,9210,0.5098195752834105,0.4901804247165895,0.019639150566820973,369,-0.0986908100253614,-1853
2004,Alabama,Shelby,01117,14850,63435,0.18969151178386665,0.8103084882161333,-0.6206169764322667,-48585,-0.05402592537529194,-14117
2008,Alabama,Shelby,01117,20625,69060,0.22997156715169761,0.7700284328483024,-0.5400568656966047,-48435,0.08056011073566194,150
2012,Alabama,Shelby,01117,20051,71436,0.21916775060937618,0.7808322493906238,-0.5616644987812476,-51385,-0.021607633084642863,-2950
2016,Alabama,Shelby,01117,22977,73020,0.23935122972592893,0.7606487702740711,-0.5212975405481421,-50043,0.04036695823310543,1342
2004,Alabama,St. Clair,01115,5456,23500,0.18842381544412212,0.8115761845558779,-0.6231523691117558,-18044,-0.1726820699845631,-7412
2008,Alabama,St. Clair,01115,6091,27649,0.18052756372258447,0.8194724362774155,-0.638944872554831,-21558,-0.015792503443075256,-3514
2012,Alabama,St. Clair,01115,5801,29031,0.16654225999081304,0.8334577400091869,-0.6669154800183739,-23230,-0.02797060746354285,-1672
2016,Alabama,St. Clair,01115,5589,31651,0.15008055853920516,0.8499194414607948,-0.6998388829215896,-26062,-0.032923402903215715,-2832
2004,Alabama,Sumter,01119,4527,1880,0.7065709380365226,0.29342906196347746,0.41314187607304514,2647,-0.04781113517778213,-139
2008,Alabama,Sumter,01119,5264,1731,0.7525375268048606,0.2474624731951394,0.5050750536097213,3533,0.09193317753667613,886
2012,Alabama,Sumter,01119,5421,1586,0.7736549165120594,0.22634508348794063,0.5473098330241188,3835,0.04223477941439757,302
2016,Alabama,Sumter,01119,4746,1581,0.7501185395922239,0.2498814604077762,0.5002370791844477,3165,-0.04707275383967113,-670
2004,Alabama,Talladega,01121,11374,18331,0.3828985019357011,0.6171014980642989,-0.23420299612859785,-6957,-0.13277106281919654,-4414
2008,Alabama,Talladega,01121,13779,20112,0.40656811542887494,0.5934318845711251,-0.1868637691422501,-6333,0.04733922698634774,624
2012,Alabama,Talladega,01121,13905,19246,0.41944436065277063,0.5805556393472293,-0.16111127869445868,-5341,0.025752490447791432,992
2016,Alabama,Talladega,01121,12121,20614,0.37027646250190926,0.6297235374980907,-0.25944707499618147,-8493,-0.09833579630172279,-3152
2004,Alabama,Tallapoosa,01123,5451,12392,0.3054979543798689,0.6945020456201312,-0.3890040912402623,-6941,-0.16245918255875114,-3319
2008,Alabama,Tallapoosa,01123,6063,13116,0.31612701392147663,0.6838729860785234,-0.3677459721570468,-7053,0.02125811908321551,-112
2012,Alabama,Tallapoosa,01123,6319,12396,0.33764360138926,0.66235639861074,-0.32471279722148005,-6077,0.04303317493556674,976
2016,Alabama,Tallapoosa,01123,5519,13594,0.2887563438497358,0.7112436561502642,-0.4224873123005284,-8075,-0.09777451507904833,-1998
2004,Alabama,Tuscaloosa,01125,26447,42877,0.38149847094801226,0.6185015290519877,-0.23700305810397548,-16430,-0.07682768235973741,-7041
2008,Alabama,Tuscaloosa,01125,32796,45405,0.4193808263321441,0.5806191736678559,-0.1612383473357118,-12609,0.07576471076826369,3821
2012,Alabama,Tuscaloosa,01125,32048,45748,0.411949200473032,0.5880507995269679,-0.1761015990539359,-13700,-0.014863251718224113,-1091
2016,Alabama,Tuscaloosa,01125,31762,47723,0.39959740831603446,0.6004025916839655,-0.20080518336793102,-15961,-0.02470358431399511,-2261
2004,Alabama,Walker,01127,9016,19167,0.3199091650995281,0.680090834900472,-0.36018166980094385,-10151,-0.2858995970722228,-8286
2008,Alabama,Walker,01127,7420,20722,0.263662852675716,0.736337147324284,-0.472674294648568,-13302,-0.11249262484762418,-3151
2012,Alabama,Walker,01127,6557,21651,0.2324517867271696,0.7675482132728304,-0.5350964265456608,-15094,-0.06242213189709278,-1792
2016,Alabama,Walker,01127,4497,24266,0.1563466954072941,0.8436533045927059,-0.6873066091854119,-19769,-0.15221018263975106,-4675
2004,Alabama,Washington,01129,3145,5060,0.3833028641072517,0.6166971358927483,-0.23339427178549665,-1915,-0.13596657619706537,-1184
2008,Alabama,Washington,01129,3067,5654,0.35167985322784084,0.6483201467721592,-0.29664029354431837,-2587,-0.06324602175882171,-672
2012,Alabama,Washington,01129,2976,5761,0.34062035023463433,0.6593796497653657,-0.31875929953073134,-2785,-0.022119005986412976,-198
2016,Alabama,Washington,01129,2374,6042,0.2820817490494297,0.7179182509505704,-0.4358365019011407,-3668,-0.11707720237040936,-883
2004,Alabama,Wilcox,01131,3838,1834,0.676657263751763,0.32334273624823695,0.3533145275035261,2004,0.0040491014506367495,221
2008,Alabama,Wilcox,01131,4612,1868,0.7117283950617284,0.2882716049382716,0.42345679012345677,2744,0.07014226261993067,740
2012,Alabama,Wilcox,01131,4868,1679,0.7435466625935543,0.2564533374064457,0.4870933251871086,3189,0.0636365350636518,445
2016,Alabama,Wilcox,01131,4339,1737,0.7141211323238973,0.2858788676761027,0.4282422646477946,2602,-0.05885106053931399,-587
2004,Alabama,Winston,01133,2236,8130,0.21570519004437586,0.7842948099556242,-0.5685896199112483,-5894,-0.1599130685658337,-2173
2008,Alabama,Winston,01133,1757,8103,0.1781947261663286,0.8218052738336714,-0.6436105476673428,-6346,-0.07502092775609448,-452
2012,Alabama,Winston,01133,1286,8312,0.13398624713481974,0.8660137528651802,-0.7320275057303605,-7026,-0.08841695806301764,-680
2016,Alabama,Winston,01133,872,9228,0.08633663366336633,0.9136633663366337,-0.8273267326732674,-8356,-0.09529922694290693,-1330
2004,Alaska,District 1,02001,3662,6303,0.3674862017059709,0.6325137982940291,-0.2650275965880582,-2641,0.30446108740188316,756
2008,Alaska,District 1,02001,2597,4149,0.38496887044174327,0.6150311295582568,-0.2300622591165135,-1552,0.03496533747154468,1089
2012,Alaska,District 1,02001,1518,5899,0.20466495887825267,0.7953350411217474,-0.5906700822434947,-4381,-0.3606078231269812,-2829
2016,Alaska,District 1,02001,2573,3180,0.44724491569615854,0.5527550843038415,-0.10551016860768292,-607,0.4851599136358118,3774
2004,Alaska,District 10,02010,3670,6745,0.35237638022083534,0.6476236197791647,-0.2952472395583294,-3075,0.14697978472030293,404
2008,Alaska,District 10,02010,2074,3392,0.37943651664837175,0.6205634833516283,-0.2411269667032565,-1318,0.05412027285507287,1757
2012,Alaska,District 10,02010,1344,4928,0.21428571428571427,0.7857142857142857,-0.5714285714285714,-3584,-0.3303016047253149,-2266
2016,Alaska,District 10,02010,1808,6255,0.224234156021332,0.775765843978668,-0.551531687957336,-4447,0.019896883471235416,-863
2004,Alaska,District 11,02011,3364,9280,0.26605504587155965,0.7339449541284404,-0.46788990825688076,-5916,-0.14854957842179828,-3999
2008,Alaska,District 11,02011,1924,7736,0.19917184265010351,0.8008281573498964,-0.6016563146997929,-5812,-0.1337664064429121,104
2012,Alaska,District 11,02011,2222,6057,0.26838990216209685,0.7316100978379031,-0.46322019567580625,-3835,0.13843611902398661,1977
2016,Alaska,District 11,02011,2142,6444,0.24947589098532494,0.750524109014675,-0.5010482180293501,-4302,-0.03782802235354382,-467
2004,Alaska,District 12,02012,3387,8108,0.2946498477598956,0.7053501522401044,-0.41070030448020883,-4721,-0.025048065450704537,-2146
2008,Alaska,District 12,02012,1914,5467,0.2593144560357675,0.7406855439642325,-0.48137108792846495,-3553,-0.07067078344825611,1168
2012,Alaska,District 12,02012,1901,4300,0.3065634575068537,0.6934365424931462,-0.3868730849862925,-2399,0.09449800294217242,1154
2016,Alaska,District 12,02012,1928,6629,0.22531260955942503,0.774687390440575,-0.54937478088115,-4701,-0.16250169589485747,-2302
2004,Alaska,District 13,02013,4819,10702,0.31048257199922685,0.6895174280007731,-0.37903485600154624,-5883,-0.19604437396286034,-4691
2008,Alaska,District 13,02013,2800,8432,0.2492877492877493,0.7507122507122507,-0.5014245014245013,-5632,-0.1223896454229551,251
2012,Alaska,District 13,02013,2425,3078,0.4406687261493731,0.559331273850627,-0.1186625477012539,-653,0.38276195372324745,4979
2016,Alaska,District 13,02013,1684,4028,0.29481792717086835,0.7051820728291317,-0.41036414565826335,-2344,-0.29170159795700945,-1691
2004,Alaska,District 14,02014,4403,10717,0.2912037037037037,0.7087962962962963,-0.41759259259259257,-6314,-0.022503306878306817,-4190
2008,Alaska,District 14,02014,2132,8108,0.208203125,0.791796875,-0.5835937499999999,-5976,-0.16600115740740734,338
2012,Alaska,District 14,02014,3340,3453,0.4916826144560577,0.5083173855439423,-0.016634771087884637,-113,0.5669589789121152,5863
2016,Alaska,District 14,02014,3043,5978,0.33732402172708126,0.6626759782729188,-0.32535195654583754,-2935,-0.3087171854579529,-2822
2004,Alaska,District 15,02015,4766,10058,0.3215056664867782,0.6784943335132217,-0.35698866702644355,-5292,-0.2808754843109358,-4945
2008,Alaska,District 15,02015,2510,8227,0.2337710719940393,0.7662289280059607,-0.5324578560119213,-5717,-0.17546918898547775,-425
2012,Alaska,District 15,02015,3283,2875,0.5331276388437804,0.46687236115621955,0.0662552776875609,408,0.5987131336994822,6125
2016,Alaska,District 15,02015,1828,2525,0.4199402710774179,0.5800597289225822,-0.1601194578451643,-697,-0.2263747355327252,-1105
2004,Alaska,District 16,02016,4791,10587,0.31154896605540383,0.6884510339445962,-0.37690206788919234,-5796,-0.3741165525688581,-5785
2008,Alaska,District 16,02016,2636,7774,0.2532180595581172,0.7467819404418828,-0.4935638808837656,-5138,-0.11666181299457329,658
2012,Alaska,District 16,02016,4013,2876,0.5825228625344753,0.41747713746552473,0.16504572506895054,1137,0.6586096059527162,6275
2016,Alaska,District 16,02016,3294,3203,0.5070032322610436,0.49299676773895645,0.014006464522087148,91,-0.1510392605468634,-1046
2004,Alaska,District 17,02017,4646,10491,0.3069300389773403,0.6930699610226597,-0.38613992204531944,-5845,-0.042601505795687444,-3511
2008,Alaska,District 17,02017,2645,6621,0.2854521908050939,0.7145478091949061,-0.42909561838981225,-3976,-0.04295569634449281,1869
2012,Alaska,District 17,02017,2853,1542,0.6491467576791808,0.3508532423208191,0.29829351535836174,1311,0.7273891337481739,5287
2016,Alaska,District 17,02017,3290,2618,0.556872037914692,0.4431279620853081,0.1137440758293839,672,-0.18454943952897784,-639
2004,Alaska,District 18,02018,4193,8424,0.33232939684552587,0.6676706031544741,-0.33534120630894826,-4231,-0.0066647357207129665,-1549
2008,Alaska,District 18,02018,2046,4252,0.32486503651953,0.67513496348047,-0.35026992696093995,-2206,-0.01492872065199169,2025
2012,Alaska,District 18,02018,4247,2369,0.6419286577992744,0.3580713422007255,0.28385731559854893,1878,0.6341272425594888,4084
2016,Alaska,District 18,02018,3909,2684,0.5929015622630062,0.4070984377369938,0.1858031245260124,1225,-0.09805419107253655,-653
2004,Alaska,District 19,02019,5061,8014,0.38707456978967497,0.6129254302103251,-0.2258508604206501,-2953,0.09973387196563205,-684
2008,Alaska,District 19,02019,3095,4106,0.42980141646993475,0.5701985835300653,-0.1403971670601305,-1011,0.08545369336051961,1942
2012,Alaska,District 19,02019,4126,3855,0.516977822328029,0.4830221776719709,0.033955644656058104,271,0.1743528117161886,1282
2016,Alaska,District 19,02019,2669,1636,0.6199767711962834,0.3800232288037166,0.23995354239256678,1033,0.20599789773650867,762
2004,Alaska,District 2,02002,4961,5943,0.45497065297138667,0.5450293470286134,-0.09005869405722672,-982,0.25097993798837176,1172
2008,Alaska,District 2,02002,3468,4029,0.46258503401360546,0.5374149659863946,-0.07482993197278914,-561,0.015228762084437575,421
2012,Alaska,District 2,02002,3096,5509,0.35979081929110984,0.6402091807088902,-0.28041836141778037,-2413,-0.20558842944499123,-1852
2016,Alaska,District 2,02002,1585,3188,0.3320762623088204,0.6679237376911795,-0.3358474753823591,-1603,-0.055429113964578725,810
2004,Alaska,District 20,02020,4465,6632,0.40236099846805445,0.5976390015319456,-0.19527800306389115,-2167,0.03986674046074068,-778
2008,Alaska,District 20,02020,2474,2536,0.493812375249501,0.506187624750499,-0.012375249500998053,-62,0.1829027535628931,2105
2012,Alaska,District 20,02020,3081,4544,0.4040655737704918,0.5959344262295082,-0.19186885245901641,-1463,-0.17949360295801836,-1401
2016,Alaska,District 20,02020,4151,2187,0.654938466393184,0.345061533606816,0.30987693278636796,1964,0.5017457852453844,3427
2004,Alaska,District 21,02021,5488,8818,0.383615266321823,0.616384733678177,-0.232769467356354,-3330,-0.06155625845470286,-2376
2008,Alaska,District 21,02021,3647,4837,0.4298679867986799,0.5701320132013201,-0.14026402640264024,-1190,0.09250544095371377,2140
2012,Alaska,District 21,02021,3316,5262,0.3865702961063185,0.6134297038936816,-0.22685940778736308,-1946,-0.08659538138472284,-756
2016,Alaska,District 21,02021,4224,3479,0.5483577826820719,0.4516422173179281,0.09671556536414383,745,0.3235749731515069,2691
2004,Alaska,District 22,02022,5426,7207,0.42951001345681944,0.5704899865431805,-0.14097997308636107,-1781,0.1569317371964833,473
2008,Alaska,District 22,02022,3337,3109,0.5176853862860689,0.48231461371393114,0.03537077257213772,228,0.1763507456584988,2009
2012,Alaska,District 22,02022,2859,3445,0.4535215736040609,0.5464784263959391,-0.09295685279187821,-586,-0.12832762536401593,-814
2016,Alaska,District 22,02022,3270,4203,0.43757527097551185,0.5624247290244881,-0.12484945804897629,-933,-0.03189260525709808,-347
2004,Alaska,District 23,02023,5991,6576,0.4767247553115302,0.5232752446884698,-0.04655048937693956,-585,0.34916009275834203,1094
2008,Alaska,District 23,02023,4075,2808,0.5920383553682987,0.4079616446317013,0.18407671073659743,1267,0.230627200113537,1852
2012,Alaska,District 23,02023,3167,4926,0.3913258371432102,0.6086741628567898,-0.2173483257135796,-1759,-0.401425036450177,-3026
2016,Alaska,District 23,02023,2894,3246,0.47133550488599346,0.5286644951140065,-0.05732899022801302,-352,0.16001933548556657,1407
2004,Alaska,District 24,02024,5226,7622,0.40675591531755917,0.5932440846824408,-0.18648816936488166,-2396,0.25023146741150876,682
2008,Alaska,District 24,02024,3380,4127,0.4502464366591182,0.5497535633408819,-0.0995071266817637,-747,0.08698104268311796,1649
2012,Alaska,District 24,02024,3128,3912,0.44431818181818183,0.5556818181818182,-0.11136363636363633,-784,-0.011856509681872629,-37
2016,Alaska,District 24,02024,3578,4709,0.4317605888741402,0.5682394111258597,-0.13647882225171953,-1131,-0.025115185888083202,-347
2004,Alaska,District 25,02025,5435,6892,0.4409020848543847,0.5590979151456154,-0.11819583029123065,-1457,0.4094969055840825,2335
2008,Alaska,District 25,02025,3233,3042,0.5152191235059761,0.4847808764940239,0.03043824701195219,191,0.14863407730318284,1648
2012,Alaska,District 25,02025,3739,4569,0.45004814636494944,0.5499518536350505,-0.09990370727010106,-830,-0.13034195428205325,-1021
2016,Alaska,District 25,02025,3378,3816,0.469557964970809,0.530442035029191,-0.06088407005838198,-438,0.03901963721171908,392
2004,Alaska,District 26,02026,6476,7776,0.45439236598372157,0.5456076340162784,-0.09121526803255686,-1300,0.47866570027023836,2961
2008,Alaska,District 26,02026,4472,4037,0.5255611705253261,0.47443882947467386,0.051122341050652276,435,0.14233760908320914,1735
2012,Alaska,District 26,02026,3169,6968,0.3126171451119661,0.687382854888034,-0.3747657097760679,-3799,-0.42588805082672015,-4234
2016,Alaska,District 26,02026,3374,4548,0.4259025498611462,0.5740974501388538,-0.14819490027770765,-1174,0.22657080949836023,2625
2004,Alaska,District 27,02027,5212,8500,0.38010501750291714,0.6198949824970829,-0.23978996499416572,-3288,0.2667734816567935,1227
2008,Alaska,District 27,02027,3130,5159,0.3776088792375437,0.6223911207624563,-0.24478224152491257,-2029,-0.004992276530746853,1259
2012,Alaska,District 27,02027,4463,6015,0.4259400648978813,0.5740599351021187,-0.14811987020423745,-1552,0.09666237132067512,477
2016,Alaska,District 27,02027,3729,4085,0.4772203736882519,0.5227796263117481,-0.04555925262349625,-356,0.1025606175807412,1196
2004,Alaska,District 28,02028,5141,9073,0.3616856620233573,0.6383143379766427,-0.27662867595328544,-3932,0.264816767756759,1065
2008,Alaska,District 28,02028,3642,5953,0.3795726941115164,0.6204273058884836,-0.2408546117769672,-2311,0.03577406417631823,1621
